_AnalysisTag,_FileName,_APK,_FileSize,_DexSize,_VersionCode,_MD5,SSLCertificateSocketFactoryCreateSocket,SSLCertificateSocketFactoryGetInsecure,NetworkSecurityConfig,PinSetExpiry,MissingBackupPin,InsecureBaseConfiguration,AcceptsUserCertificates,SetJavaScriptEnabled,UseCheckPermission,UnsafeDynamicallyLoadedCode,UnsafeNativeCodeLocation,UnsafeProtectedBroadcastReceiver,UnprotectedSMSBroadcastReceiver,AddJavascriptInterface,AuthLeak,SecureRandom,InvalidVectorPath,UsingC2DM,PackagedPrivateKey,PackageManagerGetSignatures,InvalidPermission,PrivateApi,AllowAllHostnameVerifier,TrustAllX509TrustManager,AllowBackup,ExportedPreferenceActivity,SignatureOrSystemPermissions,EllipsizeMaxLines,ExportedService,ExportedContentProvider,ExportedReceiver,GrantAllUris,SetWorldReadable,SetWorldWritable,WorldWriteableFiles,WorldReadableFiles,ExifInterface,HardcodedDebugMode,GetInstance,DeprecatedProvider,HardwareIds,DeletedProvider,GetLocales,BadHostnameVerifier
Riskware_r3,9d35e51d4115b933e6717740d53686b6.apk,com.usk.azfjmn,8915514,5884,1,9d35e51d4115b933e6717740d53686b6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,f010008c6b86db8a65323776ce082fde.apk,com.gea.jfwvov,2000522,6004,2147483647,f010008c6b86db8a65323776ce082fde,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,7dd68fb560a549990ca6b35c6b05462c.apk,com.qqzuans,168739,355228,1,7dd68fb560a549990ca6b35c6b05462c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,be153c7a4e5f8ffacbbe1bb833fed205.apk,com.leyou.luandou.snake.ykwlsy,9989326,229464,221,be153c7a4e5f8ffacbbe1bb833fed205,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,7c64560aec49b933e22d4c7e734b4f9f.apk,com.pof.nsefhy,8908618,5888,1,7c64560aec49b933e22d4c7e734b4f9f,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,db2a86b8fb4ee9a8402f47dd0eb5de95.apk,com.oge.xaxuyp,8915506,5884,1,db2a86b8fb4ee9a8402f47dd0eb5de95,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,fa6fb06650536f8bb08467e2bd4b32ab.apk,name.rgmipj.jjhqkh.jupuvtni,1384695,165316,127,fa6fb06650536f8bb08467e2bd4b32ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0
Riskware_r3,8983fc36542de1925b4a14caa0170d33.apk,com.iapp.i1476625552239,2711456,459936,1,8983fc36542de1925b4a14caa0170d33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Riskware_r3,400fee49fb247c28c42a5960d75293f8.apk,com.qq.shuazuan,570961,459936,1,400fee49fb247c28c42a5960d75293f8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Riskware_r3,6d73d76b0afa006cd346c493dcdb2978.apk,info.powerful.lake.grain.dangerous.ann,424625,657640,672,6d73d76b0afa006cd346c493dcdb2978,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Riskware_r3,45c395637481434bee91b0e7f261fdf3.apk,com.ddmfcsyajmh,2354387,1158852,1,45c395637481434bee91b0e7f261fdf3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Riskware_r3,3889d90dc98c0ec4c96a61849a2625d0.apk,com.qq.shuazuan,570959,459936,1,3889d90dc98c0ec4c96a61849a2625d0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Riskware_r3,f0f1d3c4a0c0416bbefdff39f25167ba.apk,com.adsmobile.mrzd,17941642,11896288,233,f0f1d3c4a0c0416bbefdff39f25167ba,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,85f416bcefd8be52d330273b6ab55fc9.apk,com.ddmljpyx,1666747,1246292,1,85f416bcefd8be52d330273b6ab55fc9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,18e3496b07f797814cdc83d9ba409cc2.apk,com.vcx.xxvtcg,7967913,6012,1,18e3496b07f797814cdc83d9ba409cc2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,3a015db51531d6b73ffcd9e716a6c1ea.apk,com.dnc.tzknmm,8827552,5872,1,3a015db51531d6b73ffcd9e716a6c1ea,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,3dcb9b9c6a2425743be5406dc7344601.apk,com.hdq.zoszxu,4453425,5888,1,3dcb9b9c6a2425743be5406dc7344601,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,93bbf3f56e662eccd5b2d6dfb00aa9be.apk,com.ftxx,621599,701284,1,93bbf3f56e662eccd5b2d6dfb00aa9be,0,0,0,0,0,0,0,3,0,3,0,0,0,2,0,0,0,0,0,3,0,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0
Riskware_r3,9accf93a29ecdea37c07cf2e12d0b9d7.apk,com.gangyun.makeup,29265045,6295520,8215,9accf93a29ecdea37c07cf2e12d0b9d7,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0
Riskware_r3,06e77ad51e2c2af91962723da15e2a1f.apk,com.nzl.wqmvbs,8822520,5892,1,06e77ad51e2c2af91962723da15e2a1f,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,f5891b9bb7091055a171e39410a4367a.apk,com.janlr.mahjong3,9416651,1686640,4,f5891b9bb7091055a171e39410a4367a,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,2,0,2,0,0,0,0,3,0,1,0,0,42,2,0,0
Riskware_r3,95d837ab1667c7c329a8b460ae911d51.apk,qwy.thzeny.ivugbu,5839962,16628,4,95d837ab1667c7c329a8b460ae911d51,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Riskware_r3,5c69d2865c0b979eab5e1a505b3c5fdd.apk,com.rqx.vqfvps,4453411,5888,1,5c69d2865c0b979eab5e1a505b3c5fdd,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,9ce4b9b136f399a445dd04d756f571e3.apk,edu.wnndnnuwuk.todaycalendarpro,1568785,1537632,1,9ce4b9b136f399a445dd04d756f571e3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Riskware_r3,8d555f5b37fc8babb918b86b46b2da3f.apk,com.xiaochen,1495183,1628844,100001,8d555f5b37fc8babb918b86b46b2da3f,0,0,0,0,0,0,0,15,0,0,0,0,0,10,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0
Riskware_r3,d1830e70492bf2129b8581c15827e67b.apk,com.euyxei.uwxdwohu,5520839,1310860,44552,d1830e70492bf2129b8581c15827e67b,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,0,0,3,0,57,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,13,0,84,1,0,1
Riskware_r3,d79ae78d1fdd9a16a14e1c9cf2a98efe.apk,gbzdel.fbt.tkqivfp,51840,17772,1,d79ae78d1fdd9a16a14e1c9cf2a98efe,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,9ddd35073d8f21fefed70282864b7152.apk,ua.smell.barn.leaving.wheat.texas.fourth,313906,522308,632,9ddd35073d8f21fefed70282864b7152,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Riskware_r3,6e7f59aae25af8b72cb9cb0bc01c1763.apk,eu.cescekqqdt.fonariktinyflashlight,743586,5284,1,6e7f59aae25af8b72cb9cb0bc01c1763,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,1c309758b5d83ec017cb81d90f8a8b89.apk,com.mega4dz.DailyIPTV3,13669727,14028,3,1c309758b5d83ec017cb81d90f8a8b89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,7673cb1d7d01cc8e57b6767a81c27173.apk,com.qq.shuazuan,570959,459936,1,7673cb1d7d01cc8e57b6767a81c27173,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Riskware_r3,f10d2fe415b4ada415688164aed523b5.apk,com.arfrcj.jlixiahk,5520836,1310860,99556,f10d2fe415b4ada415688164aed523b5,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,0,0,3,0,57,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,13,0,84,1,0,1
Riskware_r3,160d606b525a54066450ba842aae94fe.apk,com.fxj.kozswn,8198229,6000,1,160d606b525a54066450ba842aae94fe,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,a75ae8dd42ef521221c28a5f88d40a02.apk,com.dh,1528464,1636552,100001,a75ae8dd42ef521221c28a5f88d40a02,0,0,0,0,0,0,0,15,0,0,0,0,0,10,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0
Riskware_r3,82a2b0c797946b87ad1c22adcf901507.apk,com.iapp.i4,657694,459936,1,82a2b0c797946b87ad1c22adcf901507,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Riskware_r3,c9a8d4acf6161612467218384ef981d4.apk,xsld.mbb.gnqvnk.bactvjja,4105193,1419212,285,c9a8d4acf6161612467218384ef981d4,0,0,0,0,0,0,0,11,0,0,0,0,3,10,0,0,0,0,0,2,0,76,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,74,0,0,1
Riskware_r3,317514e4fcdec9a9eac09aa9ccbbbce6.apk,org.fungo.fungoliveallstar,73389338,18559272,4220,317514e4fcdec9a9eac09aa9ccbbbce6,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,8b73579b3090c1a99e5013bcdd825868.apk,com.video.player.xxx.super.girl.sett,423630,655928,682,8b73579b3090c1a99e5013bcdd825868,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Riskware_r3,e21f37f10ca9349744b09bca41aaf570.apk,six.six.cc.ff.sj,1719048,2268256,100005,e21f37f10ca9349744b09bca41aaf570,0,0,0,0,0,0,0,15,0,0,0,0,0,10,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0
Riskware_r3,5b63338b8b9a9c3d243b54f9fb35733d.apk,com.jubaoqieeee.ju,229467,389800,1,5b63338b8b9a9c3d243b54f9fb35733d,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,02c5d02cfbb68067f7ab04c22dc55f1a.apk,com.jft.gfzria,4453409,5884,1,02c5d02cfbb68067f7ab04c22dc55f1a,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,01a48970797e2b4b41052b8d2a926215.apk,com.digitaran.goplaygames,986283,590680,1,01a48970797e2b4b41052b8d2a926215,0,0,0,0,0,0,0,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
Riskware_r3,c2dc8f1199b342f6847014144a42890d.apk,com.qq.mpz,570515,459936,1,c2dc8f1199b342f6847014144a42890d,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Riskware_r3,74fed9601c616c352e6f7a61650fbe1c.apk,edu.skhxbvuxdnswhm.randomheroes,487545,5272,1,74fed9601c616c352e6f7a61650fbe1c,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,90262d3ad11a93614ef65bd230c6d761.apk,com.metasploit.stage,11818,19932,1,90262d3ad11a93614ef65bd230c6d761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Riskware_r3,01ea9dec44a3135d37d8eb1e53e0ad09.apk,com.android.system.op.email,48518,39360,3,01ea9dec44a3135d37d8eb1e53e0ad09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Riskware_r3,b4efeaacde00bc71ff5e902bf9c12cbf.apk,com.i3de4ad919f557482,1559599,1614896,100001,b4efeaacde00bc71ff5e902bf9c12cbf,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0
Riskware_r3,35560f1fa92ee636ebbecbb84ffd15f9.apk,com.ispklx.fttx.saheqy,108928,29152,200,35560f1fa92ee636ebbecbb84ffd15f9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,802c5de01ab0b6ad9b1ddfb471cbbf9f.apk,s.qq.qqmm,1298237,460324,1,802c5de01ab0b6ad9b1ddfb471cbbf9f,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Riskware_r3,62487512f014a32a06a9ee858121f79b.apk,com.bhc.rjnqcl,2002234,6012,2147483647,62487512f014a32a06a9ee858121f79b,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,6a0845b525e788a63306f017f9c13189.apk,com.thisgame.app,11952785,1972980,2,6a0845b525e788a63306f017f9c13189,0,0,0,0,0,0,0,2,0,5,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Riskware_r3,3acbe6fd1823cec77547fa83e822b7f7.apk,com.bianbianqipao.ju,2110012,550748,1,3acbe6fd1823cec77547fa83e822b7f7,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Riskware_r3,78187fb7f18badd254df4e50a3e95471.apk,due.kprsusivtkgacztla.tesqjvbuyeoczzrqrm,3984642,676188,1,78187fb7f18badd254df4e50a3e95471,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,fad2c0c851d29208c748e34e50497ff6.apk,com.kaixuan,1724881,19668,1,fad2c0c851d29208c748e34e50497ff6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Riskware_r3,00e799df2b514b318e570fe94c6a79fb.apk,com.knz.amituc,8822502,5880,1,00e799df2b514b318e570fe94c6a79fb,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,48b574edd794b4e7d3590ba6e61a448e.apk,com.jr.flybird,1590535,994952,1500,48b574edd794b4e7d3590ba6e61a448e,0,0,0,0,0,0,0,6,0,4,0,3,1,0,0,0,0,0,0,0,0,6,0,2,1,0,0,0,1,0,1,0,0,0,0,2,0,0,2,0,17,0,0,1
Riskware_r3,1eabd1b09b1025587df7b204c13311e5.apk,com.xnx.nzcvnm,4453409,5876,1,1eabd1b09b1025587df7b204c13311e5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,0c5b0bf6807a342c34cde556d051ebfb.apk,com.vuy.evotaa,8822512,5888,1,0c5b0bf6807a342c34cde556d051ebfb,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,20a85acfd951a5eeec6af4528fb1da6a.apk,com.QQhzj,2342343,2676288,100001,20a85acfd951a5eeec6af4528fb1da6a,0,0,0,0,0,0,0,21,0,0,0,0,0,14,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0,0
Riskware_r3,8b901d1676a80a2c953ddb75e2ad55a7.apk,com.srd.glhomz,4240076,5896,1,8b901d1676a80a2c953ddb75e2ad55a7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,6758c4fa43fe4f81dbd69802b31f9582.apk,mauqetlodx.HuHJ.AVwH,462674,279368,1,6758c4fa43fe4f81dbd69802b31f9582,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
Riskware_r3,3d7e04e37db833f47d08975e27c69a9c.apk,com.fdhgkjhrtjkjbx.model,2514506,20260,5,3d7e04e37db833f47d08975e27c69a9c,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riskware_r3,dbeb7c25b0b76b03ff70850c76b3b7e7.apk,com.rom.ui,144680,194772,1,dbeb7c25b0b76b03ff70850c76b3b7e7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0
